video_id,clip_id,start,end,start_in_seconds,end_in_seconds
zs9V7cweD6E,zs9V7cweD6E.0009137.0009140,02:32:17.348,02:32:20.308,9137,9140
mYCKzV49rx0,mYCKzV49rx0.0001898.0001907,00:31:38.442,00:31:47.155,1898,1907
i85RgEvQajA,i85RgEvQajA.0000516.0000527,00:08:36.732,00:08:47.000,516,527
afSAdZJVWLw,afSAdZJVWLw.0007317.0007322,02:01:57.814,02:02:02.460,7317,7322
i6lKMpUJLpE,i6lKMpUJLpE.0005050.0005057,01:24:10.412,01:24:17.915,5050,5057
7Mklvu2Wm34,7Mklvu2Wm34.0007883.0007888,02:11:23.628,02:11:28.940,7883,7888
7Mklvu2Wm34,7Mklvu2Wm34.0004999.0005009,01:23:19.577,01:23:29.733,4999,5009
M9CpP4sOZO4,M9CpP4sOZO4.0003228.0003233,00:53:48.494,00:53:53.451,3228,3233
7krp1cls5W4,7krp1cls5W4.0008386.0008394,02:19:46.641,02:19:54.076,8386,8394
i6lKMpUJLpE,i6lKMpUJLpE.0006475.0006499,01:47:55.271,01:48:19.434,6475,6499
M9CpP4sOZO4,M9CpP4sOZO4.0003243.0003267,00:54:03.945,00:54:27.780,3243,3267
zs9V7cweD6E,zs9V7cweD6E.0003222.0003232,00:53:42.480,00:53:52.829,3222,3232
JsnG8otVDh0,JsnG8otVDh0.0001545.0001557,00:25:45.642,00:25:57.981,1545,1557
afSAdZJVWLw,afSAdZJVWLw.0007061.0007071,01:57:41.500,01:57:51.329,7061,7071
Vci7IZ5j4i8,Vci7IZ5j4i8.0003067.0003077,00:51:07.841,00:51:17.097,3067,3077
IJ0rUOdHnS8,IJ0rUOdHnS8.0001593.0001597,00:26:33.142,00:26:37.567,1593,1597
K5FeUIE_w0A,K5FeUIE_w0A.0000959.0000964,00:15:59.576,00:16:04.959,959,964
7Mklvu2Wm34,7Mklvu2Wm34.0003076.0003081,00:51:16.379,00:51:21.380,3076,3081
Ow7k4OMjJBI,Ow7k4OMjJBI.0004219.0004233,01:10:19.516,01:10:33.699,4219,4233
QyK3WAwM7bI,QyK3WAwM7bI.0001805.0001825,00:30:05.403,00:30:25.746,1805,1825
mYCKzV49rx0,mYCKzV49rx0.0006002.0006010,01:40:02.946,01:40:10.023,6002,6010
_YW4I_NM1B0,_YW4I_NM1B0.0002222.0002235,00:37:02.253,00:37:15.880,2222,2235
spn80CCVMak,spn80CCVMak.0001924.0001944,00:32:04.576,00:32:24.559,1924,1944
M9CpP4sOZO4,M9CpP4sOZO4.0002222.0002231,00:37:02.462,00:37:11.214,2222,2231
afSAdZJVWLw,afSAdZJVWLw.0006970.0006977,01:56:10.111,01:56:17.180,6970,6977
7krp1cls5W4,7krp1cls5W4.0001935.0001942,00:32:15.055,00:32:22.333,1935,1942
P3jt0yTms7s,P3jt0yTms7s.0005006.0005018,01:23:26.772,01:23:38.092,5006,5018
IJ0rUOdHnS8,IJ0rUOdHnS8.0001918.0001923,00:31:58.140,00:32:03.798,1918,1923
nvJT572GuVk,nvJT572GuVk.0003193.0003200,00:53:13.607,00:53:20.255,3193,3200
uE7j3Kc4GU0,uE7j3Kc4GU0.0005346.0005349,01:29:06.440,01:29:09.545,5346,5349
SdJk3LOoI-M,SdJk3LOoI-M.0004410.0004417,01:13:30.029,01:13:37.518,4410,4417
7krp1cls5W4,7krp1cls5W4.0003258.0003273,00:54:18.745,00:54:33.487,3258,3273
K5FeUIE_w0A,K5FeUIE_w0A.0003681.0003685,01:01:21.940,01:01:25.810,3681,3685
afSAdZJVWLw,afSAdZJVWLw.0000170.0000178,00:02:50.817,00:02:58.929,170,178
6ZC4e0tjaPE,6ZC4e0tjaPE.0005250.0005261,01:27:30.977,01:27:41.266,5250,5261
afSAdZJVWLw,afSAdZJVWLw.0001323.0001336,00:22:03.437,00:22:16.656,1323,1336
QyK3WAwM7bI,QyK3WAwM7bI.0002316.0002332,00:38:36.720,00:38:52.111,2316,2332
fMvJ2zUH8tk,fMvJ2zUH8tk.0004206.0004215,01:10:06.609,01:10:15.094,4206,4215
IJ0rUOdHnS8,IJ0rUOdHnS8.0000721.0000730,00:12:01.580,00:12:10.863,721,730
7krp1cls5W4,7krp1cls5W4.0003247.0003251,00:54:07.383,00:54:11.547,3247,3251
K5FeUIE_w0A,K5FeUIE_w0A.0004419.0004438,01:13:39.724,01:13:58.061,4419,4438
oH7QiOgcyvA,oH7QiOgcyvA.0007398.0007418,02:03:18.207,02:03:38.140,7398,7418
7Mklvu2Wm34,7Mklvu2Wm34.0000359.0000379,00:05:59.648,00:06:19.068,359,379
62NpCzXOLt0,62NpCzXOLt0.0003224.0003228,00:53:44.841,00:53:48.881,3224,3228
7Mklvu2Wm34,7Mklvu2Wm34.0002173.0002177,00:36:13.140,00:36:17.754,2173,2177
Zy0IUMPOX4E,Zy0IUMPOX4E.0002642.0002650,00:44:02.851,00:44:10.518,2642,2650
V8C5tBOOOq0,V8C5tBOOOq0.0005494.0005501,01:31:34.391,01:31:41.055,5494,5501
4OcduoCOQZE,4OcduoCOQZE.0001257.0001263,00:20:57.542,00:21:03.665,1257,1263
_YW4I_NM1B0,_YW4I_NM1B0.0001802.0001812,00:30:02.728,00:30:12.913,1802,1812
mYCKzV49rx0,mYCKzV49rx0.0008347.0008352,02:19:07.633,02:19:12.508,8347,8352
7krp1cls5W4,7krp1cls5W4.0003797.0003799,01:03:17.138,01:03:19.856,3797,3799
Vci7IZ5j4i8,Vci7IZ5j4i8.0003006.0003027,00:50:06.001,00:50:27.616,3006,3027
uE7j3Kc4GU0,uE7j3Kc4GU0.0003010.0003012,00:50:10.814,00:50:12.952,3010,3012
fMvJ2zUH8tk,fMvJ2zUH8tk.0001830.0001837,00:30:30.915,00:30:37.400,1830,1837
7krp1cls5W4,7krp1cls5W4.0004397.0004410,01:13:17.453,01:13:30.954,4397,4410
8bORUKi26Cc,8bORUKi26Cc.0000935.0000943,00:15:35.390,00:15:43.916,935,943
7krp1cls5W4,7krp1cls5W4.0004833.0004841,01:20:33.056,01:20:41.458,4833,4841
afSAdZJVWLw,afSAdZJVWLw.0004792.0004797,01:19:52.808,01:19:57.100,4792,4797
Ow7k4OMjJBI,Ow7k4OMjJBI.0005001.0005010,01:23:21.913,01:23:30.700,5001,5010
_JDO9FKXZ88,_JDO9FKXZ88.0001545.0001553,00:25:45.214,00:25:53.600,1545,1553
zs9V7cweD6E,zs9V7cweD6E.0004355.0004374,01:12:35.657,01:12:54.118,4355,4374
oH7QiOgcyvA,oH7QiOgcyvA.0002540.0002551,00:42:20.278,00:42:31.847,2540,2551
4OcduoCOQZE,4OcduoCOQZE.0008501.0008518,02:21:41.033,02:21:58.617,8501,8518
QyK3WAwM7bI,QyK3WAwM7bI.0001918.0001924,00:31:58.605,00:32:04.997,1918,1924
7Mklvu2Wm34,7Mklvu2Wm34.0000570.0000577,00:09:30.053,00:09:37.013,570,577
uE7j3Kc4GU0,uE7j3Kc4GU0.0002648.0002660,00:44:08.027,00:44:20.681,2648,2660
Ow7k4OMjJBI,Ow7k4OMjJBI.0008315.0008318,02:18:35.760,02:18:38.521,8315,8318
7krp1cls5W4,7krp1cls5W4.0004165.0004178,01:09:25.830,01:09:38.890,4165,4178
-4m1M3Vn0qA,-4m1M3Vn0qA.0000746.0000753,00:12:26.814,00:12:33.156,746,753
oH7QiOgcyvA,oH7QiOgcyvA.0005802.0005806,01:36:42.462,01:36:46.740,5802,5806
7Mklvu2Wm34,7Mklvu2Wm34.0000330.0000349,00:05:30.681,00:05:49.401,330,349
IJ0rUOdHnS8,IJ0rUOdHnS8.0005653.0005665,01:34:13.980,01:34:25.669,5653,5665
afSAdZJVWLw,afSAdZJVWLw.0004663.0004690,01:17:43.660,01:18:10.959,4663,4690
IJ0rUOdHnS8,IJ0rUOdHnS8.0008726.0008738,02:25:26.233,02:25:38.189,8726,8738
M9CpP4sOZO4,M9CpP4sOZO4.0002257.0002271,00:37:37.631,00:37:51.388,2257,2271
K5FeUIE_w0A,K5FeUIE_w0A.0006012.0006016,01:40:12.028,01:40:16.418,6012,6016
Vci7IZ5j4i8,Vci7IZ5j4i8.0006405.0006410,01:46:45.161,01:46:50.333,6405,6410
vAXgqB_ISKA,vAXgqB_ISKA.0001570.0001590,00:26:10.390,00:26:30.320,1570,1590
zs9V7cweD6E,zs9V7cweD6E.0003532.0003535,00:58:52.356,00:58:55.348,3532,3535
MJTdEAAXfxM,MJTdEAAXfxM.0002587.0002598,00:43:07.392,00:43:18.931,2587,2598
afSAdZJVWLw,afSAdZJVWLw.0004224.0004228,01:10:24.140,01:10:28.203,4224,4228
bncBNn_CbxM,bncBNn_CbxM.0002253.0002258,00:37:33.317,00:37:38.371,2253,2258
KnCPTBb7yfM,KnCPTBb7yfM.0002821.0002827,00:47:01.691,00:47:07.736,2821,2827
P3jt0yTms7s,P3jt0yTms7s.0007899.0007904,02:11:39.777,02:11:44.224,7899,7904
bncBNn_CbxM,bncBNn_CbxM.0008367.0008384,02:19:27.795,02:19:44.225,8367,8384
QyK3WAwM7bI,QyK3WAwM7bI.0003563.0003573,00:59:23.904,00:59:33.469,3563,3573
V8C5tBOOOq0,V8C5tBOOOq0.0004255.0004258,01:10:55.193,01:10:58.231,4255,4258
7Mklvu2Wm34,7Mklvu2Wm34.0005696.0005705,01:34:56.063,01:35:05.645,5696,5705
oH7QiOgcyvA,oH7QiOgcyvA.0006205.0006210,01:43:25.836,01:43:30.013,6205,6210
zs9V7cweD6E,zs9V7cweD6E.0003503.0003511,00:58:23.192,00:58:31.012,3503,3511
KnCPTBb7yfM,KnCPTBb7yfM.0000082.0000091,00:01:22.252,00:01:31.556,82,91
62NpCzXOLt0,62NpCzXOLt0.0002406.0002423,00:40:06.891,00:40:23.450,2406,2423
P3jt0yTms7s,P3jt0yTms7s.0003966.0003976,01:06:06.721,01:06:16.127,3966,3976
K5FeUIE_w0A,K5FeUIE_w0A.0001751.0001767,00:29:11.588,00:29:27.780,1751,1767
GGVauvCYis8,GGVauvCYis8.0000869.0000883,00:14:29.943,00:14:43.569,869,883
V8C5tBOOOq0,V8C5tBOOOq0.0004156.0004164,01:09:16.424,01:09:24.035,4156,4164
P3jt0yTms7s,P3jt0yTms7s.0001031.0001038,00:17:11.523,00:17:18.004,1031,1038
i6lKMpUJLpE,i6lKMpUJLpE.0008216.0008223,02:16:56.210,02:17:03.226,8216,8223
bncBNn_CbxM,bncBNn_CbxM.0003078.0003088,00:51:18.279,00:51:28.942,3078,3088
i6lKMpUJLpE,i6lKMpUJLpE.0002495.0002511,00:41:35.600,00:41:51.860,2495,2511
_JDO9FKXZ88,_JDO9FKXZ88.0009418.0009423,02:36:58.208,02:37:03.231,9418,9423
zs9V7cweD6E,zs9V7cweD6E.0007546.0007556,02:05:46.395,02:05:56.262,7546,7556
Ow7k4OMjJBI,Ow7k4OMjJBI.0004190.0004209,01:09:50.961,01:10:09.350,4190,4209
V8C5tBOOOq0,V8C5tBOOOq0.0009023.0009028,02:30:23.690,02:30:28.360,9023,9028
V8C5tBOOOq0,V8C5tBOOOq0.0003825.0003829,01:03:45.535,01:03:49.212,3825,3829
i6lKMpUJLpE,i6lKMpUJLpE.0006229.0006242,01:43:49.304,01:44:02.341,6229,6242
bncBNn_CbxM,bncBNn_CbxM.0009102.0009118,02:31:42.438,02:31:58.101,9102,9118
mYCKzV49rx0,mYCKzV49rx0.0006593.0006599,01:49:53.826,01:49:59.979,6593,6599
Ow7k4OMjJBI,Ow7k4OMjJBI.0004857.0004878,01:20:57.207,01:21:18.921,4857,4878
IJ0rUOdHnS8,IJ0rUOdHnS8.0008937.0008949,02:28:57.660,02:29:09.220,8937,8949
7Mklvu2Wm34,7Mklvu2Wm34.0001158.0001175,00:19:18.220,00:19:35.677,1158,1175
6GMo7pBtRQg,6GMo7pBtRQg.0000983.0000985,00:16:23.179,00:16:25.675,983,985
aXTOXrSZn6M,aXTOXrSZn6M.0001779.0001790,00:29:39.188,00:29:50.289,1779,1790
Ow7k4OMjJBI,Ow7k4OMjJBI.0005991.0005996,01:39:51.900,01:39:56.608,5991,5996
uE7j3Kc4GU0,uE7j3Kc4GU0.0002905.0002910,00:48:25.348,00:48:30.866,2905,2910
mYCKzV49rx0,mYCKzV49rx0.0003338.0003346,00:55:38.359,00:55:46.751,3338,3346
_YW4I_NM1B0,_YW4I_NM1B0.0007644.0007656,02:07:24.851,02:07:36.937,7644,7656
aXTOXrSZn6M,aXTOXrSZn6M.0009137.0009155,02:32:17.162,02:32:35.740,9137,9155
uE7j3Kc4GU0,uE7j3Kc4GU0.0007665.0007677,02:07:45.140,02:07:57.002,7665,7677
V8C5tBOOOq0,V8C5tBOOOq0.0001808.0001820,00:30:08.647,00:30:20.524,1808,1820
fMvJ2zUH8tk,fMvJ2zUH8tk.0003450.0003458,00:57:30.218,00:57:38.475,3450,3458
uE7j3Kc4GU0,uE7j3Kc4GU0.0002749.0002753,00:45:49.161,00:45:53.853,2749,2753
Ow7k4OMjJBI,Ow7k4OMjJBI.0007798.0007804,02:09:58.060,02:10:04.476,7798,7804
uE7j3Kc4GU0,uE7j3Kc4GU0.0001029.0001033,00:17:09.788,00:17:13.956,1029,1033
bncBNn_CbxM,bncBNn_CbxM.0008939.0008958,02:28:59.041,02:29:18.904,8939,8958
mYCKzV49rx0,mYCKzV49rx0.0005576.0005585,01:32:56.369,01:33:05.249,5576,5585
7krp1cls5W4,7krp1cls5W4.0005124.0005147,01:25:24.562,01:25:47.866,5124,5147
mYCKzV49rx0,mYCKzV49rx0.0005542.0005546,01:32:22.667,01:32:26.262,5542,5546
6ZC4e0tjaPE,6ZC4e0tjaPE.0005227.0005231,01:27:07.555,01:27:11.641,5227,5231
P3jt0yTms7s,P3jt0yTms7s.0006002.0006009,01:40:02.450,01:40:09.207,6002,6009
MJTdEAAXfxM,MJTdEAAXfxM.0000252.0000261,00:04:12.461,00:04:21.160,252,261
QyK3WAwM7bI,QyK3WAwM7bI.0004442.0004447,01:14:02.659,01:14:07.148,4442,4447
_YW4I_NM1B0,_YW4I_NM1B0.0002060.0002068,00:34:20.960,00:34:28.440,2060,2068
ZbJoLj_3CBU,ZbJoLj_3CBU.0001103.0001126,00:18:23.564,00:18:46.055,1103,1126
aXTOXrSZn6M,aXTOXrSZn6M.0002047.0002061,00:34:07.029,00:34:21.459,2047,2061
Ow7k4OMjJBI,Ow7k4OMjJBI.0000946.0000958,00:15:46.734,00:15:58.894,946,958
uE7j3Kc4GU0,uE7j3Kc4GU0.0005678.0005684,01:34:38.149,01:34:44.441,5678,5684
bncBNn_CbxM,bncBNn_CbxM.0002993.0002998,00:49:53.162,00:49:58.286,2993,2998
38PvdMb0PgQ,38PvdMb0PgQ.0008391.0008417,02:19:51.124,02:20:17.517,8391,8417
V8C5tBOOOq0,V8C5tBOOOq0.0001636.0001642,00:27:16.323,00:27:22.398,1636,1642
62NpCzXOLt0,62NpCzXOLt0.0001307.0001331,00:21:47.560,00:22:11.720,1307,1331
7Mklvu2Wm34,7Mklvu2Wm34.0007262.0007272,02:01:02.737,02:01:12.380,7262,7272
zs9V7cweD6E,zs9V7cweD6E.0008977.0008987,02:29:37.426,02:29:47.260,8977,8987
4OcduoCOQZE,4OcduoCOQZE.0004819.0004822,01:20:19.329,01:20:22.633,4819,4822
IJ0rUOdHnS8,IJ0rUOdHnS8.0002536.0002540,00:42:16.631,00:42:20.298,2536,2540
7Mklvu2Wm34,7Mklvu2Wm34.0002029.0002039,00:33:49.670,00:33:59.541,2029,2039
M9CpP4sOZO4,M9CpP4sOZO4.0001309.0001319,00:21:49.137,00:21:59.538,1309,1319
V8C5tBOOOq0,V8C5tBOOOq0.0000361.0000364,00:06:01.307,00:06:04.894,361,364
V8C5tBOOOq0,V8C5tBOOOq0.0004646.0004651,01:17:26.860,01:17:31.573,4646,4651
P3jt0yTms7s,P3jt0yTms7s.0004844.0004858,01:20:44.178,01:20:58.428,4844,4858
Ow7k4OMjJBI,Ow7k4OMjJBI.0008671.0008673,02:24:31.294,02:24:33.745,8671,8673
Ow7k4OMjJBI,Ow7k4OMjJBI.0005307.0005313,01:28:27.862,01:28:33.931,5307,5313
_YW4I_NM1B0,_YW4I_NM1B0.0003755.0003766,01:02:35.793,01:02:46.910,3755,3766
oH7QiOgcyvA,oH7QiOgcyvA.0006369.0006375,01:46:09.348,01:46:15.793,6369,6375
IJ0rUOdHnS8,IJ0rUOdHnS8.0002440.0002460,00:40:40.236,00:41:00.024,2440,2460
vAXgqB_ISKA,vAXgqB_ISKA.0003079.0003086,00:51:19.627,00:51:26.773,3079,3086
afSAdZJVWLw,afSAdZJVWLw.0005830.0005836,01:37:10.420,01:37:16.125,5830,5836
M9CpP4sOZO4,M9CpP4sOZO4.0002853.0002861,00:47:33.656,00:47:41.580,2853,2861
oH7QiOgcyvA,oH7QiOgcyvA.0004086.0004107,01:08:06.820,01:08:27.671,4086,4107
bncBNn_CbxM,bncBNn_CbxM.0002521.0002527,00:42:01.290,00:42:07.524,2521,2527
oH7QiOgcyvA,oH7QiOgcyvA.0002138.0002141,00:35:38.195,00:35:41.905,2138,2141
vAXgqB_ISKA,vAXgqB_ISKA.0003614.0003620,01:00:14.468,01:00:20.319,3614,3620
bncBNn_CbxM,bncBNn_CbxM.0003425.0003439,00:57:05.665,00:57:19.069,3425,3439
38PvdMb0PgQ,38PvdMb0PgQ.0004488.0004494,01:14:48.550,01:14:54.697,4488,4494
QyK3WAwM7bI,QyK3WAwM7bI.0004305.0004313,01:11:45.960,01:11:53.401,4305,4313
Ow7k4OMjJBI,Ow7k4OMjJBI.0002931.0002954,00:48:51.196,00:49:14.633,2931,2954
fl0fznHyenM,fl0fznHyenM.0006417.0006432,01:46:57.720,01:47:12.800,6417,6432
7Mklvu2Wm34,7Mklvu2Wm34.0005514.0005519,01:31:54.700,01:31:59.073,5514,5519
V8C5tBOOOq0,V8C5tBOOOq0.0005714.0005717,01:35:14.171,01:35:17.968,5714,5717
P3jt0yTms7s,P3jt0yTms7s.0004974.0004979,01:22:54.194,01:22:59.074,4974,4979
V8C5tBOOOq0,V8C5tBOOOq0.0002156.0002161,00:35:56.061,00:36:01.044,2156,2161
7krp1cls5W4,7krp1cls5W4.0007313.0007322,02:01:53.503,02:02:02.200,7313,7322
Ow7k4OMjJBI,Ow7k4OMjJBI.0003813.0003827,01:03:33.733,01:03:47.942,3813,3827
afSAdZJVWLw,afSAdZJVWLw.0007527.0007531,02:05:27.940,02:05:31.102,7527,7531
M9CpP4sOZO4,M9CpP4sOZO4.0006156.0006167,01:42:36.020,01:42:47.569,6156,6167
M9CpP4sOZO4,M9CpP4sOZO4.0007258.0007266,02:00:58.820,02:01:06.179,7258,7266
uE7j3Kc4GU0,uE7j3Kc4GU0.0003057.0003061,00:50:57.857,00:51:01.406,3057,3061
P3jt0yTms7s,P3jt0yTms7s.0001792.0001801,00:29:52.392,00:30:01.543,1792,1801
mYCKzV49rx0,mYCKzV49rx0.0004738.0004766,01:18:58.674,01:19:26.914,4738,4766
_YW4I_NM1B0,_YW4I_NM1B0.0002706.0002713,00:45:06.520,00:45:13.584,2706,2713
QyK3WAwM7bI,QyK3WAwM7bI.0002951.0002959,00:49:11.909,00:49:19.902,2951,2959
afSAdZJVWLw,afSAdZJVWLw.0001827.0001839,00:30:27.509,00:30:39.049,1827,1839
QyK3WAwM7bI,QyK3WAwM7bI.0004192.0004214,01:09:52.885,01:10:14.008,4192,4214
7krp1cls5W4,7krp1cls5W4.0003717.0003719,01:01:57.060,01:01:59.877,3717,3719
SdJk3LOoI-M,SdJk3LOoI-M.0006266.0006273,01:44:26.292,01:44:33.930,6266,6273
38PvdMb0PgQ,38PvdMb0PgQ.0000395.0000409,00:06:35.122,00:06:49.329,395,409
Vci7IZ5j4i8,Vci7IZ5j4i8.0006022.0006030,01:40:22.126,01:40:30.716,6022,6030
afSAdZJVWLw,afSAdZJVWLw.0001850.0001854,00:30:50.020,00:30:54.761,1850,1854
Vci7IZ5j4i8,Vci7IZ5j4i8.0002789.0002802,00:46:29.259,00:46:42.673,2789,2802
K5FeUIE_w0A,K5FeUIE_w0A.0000361.0000380,00:06:01.852,00:06:20.940,361,380
zs9V7cweD6E,zs9V7cweD6E.0009296.0009304,02:34:56.093,02:35:04.398,9296,9304
8bORUKi26Cc,8bORUKi26Cc.0001511.0001521,00:25:11.140,00:25:21.169,1511,1521
fl0fznHyenM,fl0fznHyenM.0004734.0004740,01:18:54.760,01:19:00.400,4734,4740
Lltfmot7rBs,Lltfmot7rBs.0000190.0000195,00:03:10.359,00:03:15.954,190,195
mYCKzV49rx0,mYCKzV49rx0.0007718.0007736,02:08:38.285,02:08:56.387,7718,7736
K5FeUIE_w0A,K5FeUIE_w0A.0001572.0001580,00:26:12.991,00:26:20.259,1572,1580
ZbJoLj_3CBU,ZbJoLj_3CBU.0002524.0002528,00:42:04.910,00:42:08.370,2524,2528
4OcduoCOQZE,4OcduoCOQZE.0006124.0006129,01:42:04.961,01:42:09.052,6124,6129
